Group Core Meaning,Word,Sense,Meaning,Source,,,,
REFINED / SOPHISTICATED,sophistication,,uplifting enlightenment,XLSX,,,,
REFINED / SOPHISTICATED,urbane,,"(adj, +ve) suavely, worldly + courteous / refined",BOTH,,,,
REFUTE / DENY,belie,,"(verb, N) contradict appearances + refute / deny",BOTH,,,,
REFUTE / DENY,contradict,,be in contradiction with,XLSX,,,,
REFUTE / DENY,controvert,,be resistant to,XLSX,,,,
REFUTE / DENY,debunk,,"(verb, +ve) expose as false (myth-busting) + refute / deny",BOTH,,,,
REFUTE / DENY,deny,,declare untrue; contradict,XLSX,,,,
REFUTE / DENY,disprove,,prove to be false,XLSX,,,,
REFUTE / DENY,gainsay,,"(verb, N) flatly contradict + refute / deny",BOTH,,,,
REFUTE / DENY,refute,,"(verb, N) disprove with evidence + refute / deny",BOTH,,,,
REJECT,discard,,anything that is cast aside or discarded,XLSX,,,,
REJECT,dismiss,,bar from attention or consideration,XLSX,,,,
REJECT,dismissal,,a judgment disposing of the matter without a trial,XLSX,,,,
REJECT,disregard,,lack of attention and due care,XLSX,,,,
REJECT,rebuff,,a deliberate discourteous act (usually as an expression of anger or disapproval),XLSX,,,,
REJECT,recoil,,the backward jerk of a gun when it is fired,XLSX,,,,
REJECT,reject,,the person or thing that is rejected or set aside as inferior in quality,XLSX,,,,
REJECT,rejection,,the act of rejecting something,XLSX,,,,
REJECT,repudiate,,"(verb, N) officially disown + reject",BOTH,,,,
REJECT,repudiation,,rejecting or disowning or disclaiming as invalid,XLSX,,,,
REJECT,retreat,,(military) withdrawal of troops to a more favorable position to escape the enemy's superior forces or after a defeat,XLSX,,,,
REJECT,shelve,,hold back to a later time,XLSX,,,,
REJECT,spurn,,"(verb, -ve) scornfully + reject",BOTH,,,,
REMEDY / CURE,antidote,,a remedy that stops or controls the effects of a poison,XLSX,,,,
REMEDY / CURE,palliative,,remedy that alleviates pain without curing,XLSX,,,,
REMEDY / CURE,panacea,,"(noun, N) a supposed cure-all (often used skeptically)",BOTH,,,,
REMEDY / CURE,placebo,,an innocuous or inert medication; given as a pacifier or to the control group in experiments on the efficacy of a drug,XLSX,,,,
REMEDY / CURE,remedied,,remedy; cure,XLSX,,,,
REMEDY / CURE,remedy,,act of correcting an error or a fault or an evil,GREG_MAT,,,,
REMEDY / CURE,salvational,,remedy; cure,XLSX,,,,
REMOVE FROM POWER,depose,,"(verb, N) officially overthrow + remove from power",PDF,,,,
REMOVE FROM POWER,oust,,"(verb, N) force out + remove from power",BOTH,,,,
REMOVE FROM POWER,topple,,"fall down, as if collapsing",XLSX,,,,
REPEAT / RECAPITULATE,recapitulate,,"(verb, N) summarize, recap",BOTH,,,,
REPEAT / RECAPITULATE,recapitulation,,emergence during embryonic development of various characters or structures that appeared during the evolutionary history of the strain or species,XLSX,,,,
REPEAT / RECAPITULATE,recount,,an additional (usually a second) count; especially of the votes in a close election,XLSX,,,,
REPEAT / RECAPITULATE,rehash,,old material that is slightly reworked and used again,XLSX,,,,
REPEAT / RECAPITULATE,reiterate,,"(verb, N) repeat, restate",BOTH,,,,
REPEAT / RECAPITULATE,repetitive,,repetitive and persistent,XLSX,,,,
REPEAT / RECAPITULATE,synopses,,a sketchy summary of the main points of an argument or theory,XLSX,,,,
REPLACE,displace,,"cause to move, usually with force or pressure",XLSX,,,,
REPLACE,replace,,substitute a person or thing for (another that is broken or inefficient or lost or no longer working or yielding what is expected),XLSX,,,,
REPLACE,supersede,,"(verb, N) as the newer version + replace",BOTH,,,,
REPLACE,supplant,,"(verb, N) by displacing (often forcefully) + replace",BOTH,,,,
REPUTATION-DAMAGING,infamy,,a state of extreme dishonor; - F.D.Roosevelt,XLSX,,,,
REPUTATION-DAMAGING,stigma,,the apical end of the style where deposited pollen enters the pistil,XLSX,,,,
RESTRAIN,bridle,,"(noun/verb, N) rein in (like a horse) + restrain",PDF,,,,
RESTRAIN,check,,"(verb/noun, N) verify | restrain, hold in check",BOTH,,,,
RESTRAIN,constrain,,hold back,XLSX,,,,
RESTRAIN,constrict,,squeeze or press together,XLSX,,,,
RESTRAIN,curb,,"(verb/noun, N) check, rein in + restrain",PDF,,,,
RESTRAIN,forbore,,refrain from doing,XLSX,,,,
RESTRAIN,inhibit,,"(verb, N) hold back + restrain",BOTH,,,,
RESTRAIN,quash,,"(verb/noun, -ve) crush completely + restrain",PDF,,,,
RESTRAIN,restrain,,keep under control; keep in check,XLSX,,,,
RESTRAIN,restraint,,the act of controlling by restraining someone or something,XLSX,,,,
RESTRAIN,shackle,,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),XLSX,,,,
RESTRAIN,stifle,,joint between the femur and tibia in a quadruped; corresponds to the human knee,XLSX,,,,
RESTRAIN,suppress,,"(verb, -ve) forcibly stifle + restrain",BOTH,,,,
RETRACT / RENOUNCE,abjure,,"(verb, N) solemnly renounce + retract / renounce",PDF,,,,
RETRACT / RENOUNCE,abnegate,,"deny oneself (something); restrain, especially from indulging in some pleasure",XLSX,,,,
RETRACT / RENOUNCE,abnegation,,the denial and rejection of a doctrine or belief,XLSX,,,,
RETRACT / RENOUNCE,disavow,,"refuse to acknowledge; disclaim knowledge of; responsibility for, or association with",XLSX,,,,
RETRACT / RENOUNCE,disown,,prevent deliberately (as by making a will) from inheriting,XLSX,,,,
RETRACT / RENOUNCE,forswear,,"formally reject or disavow a formerly held belief, usually under pressure",XLSX,,,,
RETRACT / RENOUNCE,recant,,"(verb, N) take back one's own claim + refute / deny",BOTH,,,,
RETRACT / RENOUNCE,renounce,,"(verb, N) formally give up + reject",BOTH,,,,
RETRACT / RENOUNCE,retraction,,a disavowal or taking back of a previous assertion,XLSX,,,,
REVEAL / DISCLOSE,betray,,"(verb, -ve) unintentionally + reveal / disclose | also: be disloyal",BOTH,,,,
REVEAL / DISCLOSE,disclose,,make known to the public information that was previously known only to a few people or that was meant to be kept a secret,XLSX,,,,
REVEAL / DISCLOSE,disclosure,,the speech act of making something evident,XLSX,,,,
REVEAL / DISCLOSE,disgorge,,cause or allow (a solid substance) to flow or run out or over,XLSX,,,,
REVEAL / DISCLOSE,divulge,,"(verb, N) letting out (a secret) + reveal / disclose",BOTH,,,,
REVEAL / DISCLOSE,evince,,give expression to,XLSX,,,,
REVEAL / DISCLOSE,expose,,the exposure of an impostor or a fraud,XLSX,,,,
REVEAL / DISCLOSE,promulgate,,state or announce,XLSX,,,,
REVEAL / DISCLOSE,reveal,,make visible,XLSX,,,,
REVERSE / INVERT,inverse,,something inverted in sequence or character or effect,XLSX,,,,
REVERSE / INVERT,reverse,,a relation of direct opposition,XLSX,,,,
REVIVE / RESTORE,rebound,,a movement back from an impact,XLSX,,,,
REVIVE / RESTORE,rediscovery,,the act of discovering again,XLSX,,,,
REVIVE / RESTORE,rehabilitate,,"help to readapt, as to a former state of health or good repute",XLSX,,,,
REVIVE / RESTORE,rejuvenation,,the phenomenon of vitality and freshness being restored,XLSX,,,,
REVIVE / RESTORE,renaissance,,the period of European history at the close of the Middle Ages and the rise of the modern world; a cultural rebirth from the 14th through the middle of the 17th centuries,XLSX,,,,
REVIVE / RESTORE,resurgence,,bringing again into activity and prominence,XLSX,,,,
REVIVE / RESTORE,resurrect,,cause to become alive again,XLSX,,,,
REVIVE / RESTORE,resuscitate,,cause to regain consciousness,XLSX,,,,
REVIVE / RESTORE,revival,,bringing again into activity and prominence,XLSX,,,,
RIGID / DOGMATIC,doctrinaire,,"(adj/noun, -ve) rigidly doctrine-bound + orthodox / rigid",BOTH,,,,
RIGID / DOGMATIC,dogmatic,,"(adj, -ve) closed-mindedly opinionated + orthodox / rigid",BOTH,,,,
RIGID / DOGMATIC,ideologue,,"(noun, -ve) a rigidly dogmatic partisan",PDF,,,,
RIGID / DOGMATIC,inflexible,,incapable of change,XLSX,,,,
RIGID / DOGMATIC,rigid,,incapable of or resistant to bending,XLSX,,,,
RIGID / DOGMATIC,rigidity,,the physical property of being stiff and resisting bending,XLSX,,,,
RIGOR / PRECISION,certitude,,total certainty or greater certainty than circumstances warrant,XLSX,,,,
RIGOR / PRECISION,exactitude,,the quality of being exact,XLSX,,,,
RIGOR / PRECISION,explicitly,,in an explicit manner,XLSX,,,,
RIGOR / PRECISION,explicitness,,clarity as a consequence of being explicit,XLSX,,,,
RIGOR / PRECISION,impeccable,,without fault or error,XLSX,,,,
RIGOR / PRECISION,rigor,,"(noun, +ve) exacting strictness, thoroughness",BOTH,,,,
RIGOR / PRECISION,specificity,,the quality of being specific rather than general,XLSX,,,,
RIGOR / PRECISION,unerring,,not liable to error; -G.G.Coulton,XLSX,,,,
RIGOR / PRECISION,univocal,,admitting of no doubt or misunderstanding; having only one meaning or interpretation and leading to only one conclusion,XLSX,,,,
ROAM / WANDER,itinerant,,"(adj/noun, N) traveling place to place",BOTH,,,,
ROAM / WANDER,peregrination,,traveling or wandering around,XLSX,,,,
ROAM / WANDER,peripatetic,,a person who walks from place to place,XLSX,,,,
RUDE,boor,,a crude uncouth ill-bred person lacking culture or refinement,GREG_MAT,,,,
RUDE,boorish,,"(adj, -ve) crudely ill-mannered + rude",BOTH,,,,
RUDE,churlish,,"(adj, -ve) surly, gracelessly + rude",BOTH,,,,
RUDE,curt,,marked by rude or peremptory shortness,XLSX,,,,
RUDE,effrontery,,"(noun, -ve) shameless nerve (noun) + rude",PDF,,,,
RUDE,impertinence,,an impudent statement,XLSX,,,,
RUDE,impertinent,,"(adj, -ve) disrespectfully + rude",BOTH,,,,
RUDE,impudence,,an impudent statement,GREG_MAT,,,,
RUDE,impudent,,"(adj, -ve) cheekily + rude",PDF,,,,
RUDE,incivility,,deliberate discourtesy,XLSX,,,,
RUDE,insolence,,the trait of being rude and impertinent; inclined to take liberties,GREG_MAT,,,,
RUDE,insolent,,"(adj, -ve) boldly disrespectful + rude",PDF,,,,
RUDE,tactless,,lacking or showing a lack of what is fitting and considerate in dealing with others,XLSX,,,,
RUDE,ungracious,,lacking charm and good taste,XLSX,,,,
SACRED,numinous,,"(adj, +ve) mystically divine + devout / spiritual",BOTH,,,,
SACRED,sacrosanct,,"(adj, +ve) too sacred to touch + sacred",BOTH,,,,
SAYING / PRONOUNCEMENT,aphorism,,"(noun/verb, +ve) a witty, wise + saying / pronouncement",PDF,,,,
SAYING / PRONOUNCEMENT,assert,,state categorically,GREG_MAT,,,,
SAYING / PRONOUNCEMENT,axiom,,a saying that is widely accepted on its own merits,GREG_MAT,,,,
SAYING / PRONOUNCEMENT,dictum,,"(noun, N) an authoritative + saying / pronouncement",PDF,,,,
SAYING / PRONOUNCEMENT,truism,,an obvious truth,XLSX,,,,
SCARCE,dearth,,"(noun, -ve) a painful lack (noun) + scarce",BOTH,,,,
SCARCE,deficiency,,the state of needing something that is absent or unavailable,XLSX,,,,
SCARCE,exiguity,,the quality of being meager; -George Eliot,XLSX,,,,
SCARCE,exiguous,,extremely scanty,XLSX,,,,
SCARCE,infrequent,,not frequent; not occurring regularly or at short intervals,XLSX,,,,
SCARCE,meager,,deficient in amount or quality or extent,XLSX,,,,
SCARCE,paucity,,an insufficient quantity or number,XLSX,,,,
SCARCE,scant,,"(adj/verb, -ve) barely enough + scarce",BOTH,,,,
SCARCE,scarce,,deficient in quantity or number compared with the demand,XLSX,,,,
SCARCE,scarcely,,only a very short time before; ; ; ; ; - W.B.Yeats,XLSX,,,,
SCARCE,sparse,,"(adj, N) thinly spread + scarce",PDF,,,,
SCENIC,bucolic,,"(adj, +ve) idyllically rural + scenic / charming",PDF,,,,
SCENIC,picturesque,,"(adj, +ve) postcard + scenic / charming",PDF,,,,
SCRUTINIZE / EXAMINE,anatomize,,dissect in order to analyze,XLSX,,,,
SCRUTINIZE / EXAMINE,digest,,a periodical that summarizes the news,XLSX,,,,
SCRUTINIZE / EXAMINE,evaluate,,"evaluate or estimate the nature, quality, ability, extent, or significance of",XLSX,,,,
SCRUTINIZE / EXAMINE,evaluative,,exercising or involving careful evaluations,XLSX,,,,
SCRUTINIZE / EXAMINE,investigate,,investigate scientifically,XLSX,,,,
SCRUTINIZE / EXAMINE,scrutinize,,"to look at critically or searchingly, or in minute detail",XLSX,,,,
SCRUTINIZE / EXAMINE,scrutiny,,the act of examining something closely (as for mistakes),XLSX,,,,
SCRUTINIZE / EXAMINE,sift,,move as if through a sieve,XLSX,,,,
SCRUTINIZE / EXAMINE,survey,,a detailed critical inspection,XLSX,,,,
SCRUTINIZE / EXAMINE,winnow,,the act of separating grain from chaff,XLSX,,,,
SECRET / HIDDEN,clandestine,,"(adj, N) secretly organized + secret / hidden",BOTH,,,,
SECRET / HIDDEN,covert,,"(adj, N) officially + secret / hidden",BOTH,,,,
SECRET / HIDDEN,furtive,,"(adj, -ve) guiltily sneaky + secret / hidden",BOTH,,,,
SECRET / HIDDEN,secretive,,inclined to secrecy or reticence about divulging information,XLSX,,,,
SECRET / HIDDEN,surreptitious,,"(adj, -ve) sneakily stealthy + secret / hidden",BOTH,,,,
SECRET / HIDDEN,surreptitiousness,,secret; hidden,XLSX,,,,
SECRET / HIDDEN,ulterior,,"(adj, -ve) hidden (motives) + secret / hidden",PDF,,,,
SECRET / HIDDEN,undisclosed,,not made known,XLSX,,,,
SEPARATE / TAKE APART,compartmentalize,,separate into isolated compartments or categories,XLSX,,,,
SEPARATE / TAKE APART,decouple,,disconnect or separate,XLSX,,,,
SEPARATE / TAKE APART,delimit,,determine the essential quality of,XLSX,,,,
SEPARATE / TAKE APART,demarcate,,"separate clearly, as if by boundaries",XLSX,,,,
SEPARATE / TAKE APART,demarcation,,the boundary of a specific area,XLSX,,,,
SEPARATE / TAKE APART,detach,,cause to become detached or separated; take off,XLSX,,,,
SEPARATE / TAKE APART,dismantle,,"(verb, N) take apart piece by piece + separate / take apart",BOTH,,,,
SEPARATE / TAKE APART,divorce,,the legal dissolution of a marriage,XLSX,,,,
SEPARATE / TAKE APART,sever,,"(verb, N) cut off cleanly + separate / take apart",BOTH,,,,
SEPARATE / TAKE APART,severance,,a personal or social separation (as between opposing factions),GREG_MAT,,,,
SERVILE / FAWNING,fawn,,"(verb, -ve) flatter to please (verb) + servile / fawning",PDF,,,,
SERVILE / FAWNING,fawning,,show submission or fear,GREG_MAT,,,,
SERVILE / FAWNING,grovel,,"(verb, -ve) cringe pitifully (verb) + servile / fawning",PDF,,,,
SERVILE / FAWNING,ingratiate,,gain favor with somebody by deliberate efforts,XLSX,,,,
SERVILE / FAWNING,obsequious,,"(adj, -ve) excessively + servile / fawning",BOTH,,,,
SERVILE / FAWNING,subservience,,the condition of being something that is useful in reaching an end or carrying out a plan,GREG_MAT,,,,
SERVILE / FAWNING,subservient,,"(adj, -ve) slavishly obedient + servile / fawning",BOTH,,,,
SERVILE / FAWNING,sycophantic,,attempting to win favor from influential people by flattery,XLSX,,,,
SERVILE / FAWNING,unctuous,,unpleasantly and excessively suave or ingratiating in manner or speech,XLSX,,,,
SETTLE / RECONCILE,harmonize,,go together,XLSX,,,,
SETTLE / RECONCILE,mediate,,"(verb, +ve) arbitrate between sides + soothe / reconcile",BOTH,,,,
SETTLE / RECONCILE,mediation,,a negotiation to resolve differences that is conducted by some impartial party,GREG_MAT,,,,
SETTLE / RECONCILE,settle,,a long wooden bench with a back,XLSX,,,,
SHORT-LIVED,ephemeral,,"(adj, N) fleetingly (a day's life) + short-lived",BOTH,,,,
SHORT-LIVED,ephemerality,,the property of lasting for a very short time,XLSX,,,,
SHORT-LIVED,evanescent,,"(adj, N) vanishing like vapor + short-lived",BOTH,,,,
SHORT-LIVED,impermanence,,the property of not existing for indefinitely long durations,XLSX,,,,
SHORT-LIVED,momentary,,"(adj, N) for a moment only + short-lived",BOTH,,,,
SHORT-LIVED,perishable,,food that will decay rapidly if not refrigerated,XLSX,,,,
SHORT-LIVED,short-lived,,lasting a very short time,XLSX,,,,
SHORT-LIVED,transience,,an impermanence that suggests the inevitability of ending or dying,XLSX,,,,
SHORT-LIVED,transient,,"(adj, N) passing through + short-lived",BOTH,,,,
SHORT-LIVED,transitory,,"(adj, N) temporarily + short-lived",BOTH,,,,
SHOWY / ORNATE,baroque,,"(adj, N) extravagantly elaborate + showy / ornate",BOTH,,,,
SHOWY / ORNATE,flamboyance,,extravagant elaborateness,XLSX,,,,
SHOWY / ORNATE,flamboyant,,"(adj, N) colorfully + showy / ornate",BOTH,,,,
SHOWY / ORNATE,florid,,"(adj, -ve) overly flowery + showy / ornate | also: ruddy-faced",PDF,,,,
SHOWY / ORNATE,grandiose,,impressive because of unnecessary largeness or grandeur; used to show disapproval,XLSX,,,,
SHOWY / ORNATE,grandiosity,,high-flown style; excessive use of verbal ornamentation,XLSX,,,,
SHOWY / ORNATE,ornate,,"(adj, N) elaborately decorated + showy / ornate",BOTH,,,,
SHOWY / ORNATE,ostentation,,a gaudy outward display,XLSX,,,,
SHOWY / ORNATE,ostentatious,,"(adj, -ve) flashily attention-seeking + showy / ornate",PDF,,,,
SHOWY / ORNATE,ostentatiousness,,lack of elegance as a consequence of being pompous and puffed up with vanity,XLSX,,,,
SHOWY / OSTENTATIOUS,boast,,speaking of yourself in superlatives,XLSX,,,,
SHOWY / OSTENTATIOUS,braggadocio,,vain and empty boasting,XLSX,,,,
SHOWY / OSTENTATIOUS,braggart,,a very boastful and talkative person,XLSX,,,,
SHOWY / OSTENTATIOUS,decorative,,serving an esthetic rather than a useful purpose,XLSX,,,,
SHOWY / OSTENTATIOUS,dramatic,,suitable to or characteristic of drama,XLSX,,,,
SHOWY / OSTENTATIOUS,flourish,,a showy gesture,XLSX,,,,
SHOWY / OSTENTATIOUS,grandstand,,the audience at a stadium or racetrack,XLSX,,,,
SHOWY / OSTENTATIOUS,ornamental,,any plant grown for its beauty or ornamental value,XLSX,,,,
SHOWY / OSTENTATIOUS,sensational,,"(adj, N) excitingly + thrilling / exciting | also: exaggerated for shock",BOTH,,,,
SHOWY / OSTENTATIOUS,sensationalism,,subject matter that is calculated to excite and please vulgar tastes,XLSX,,,,
